group_fig2c	binID	GeneID	gene	KO	KO_Defintion	product	EC	FunC_ID
tag lipase	D11_O1.7	D11_O1.7_PROKKA_146987	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	1
tag lipase	D11_O1.7	D11_O1.7_PROKKA_153069	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	1
tag lipase	D11_O1.7	D11_O1.7_PROKKA_195829	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	1
tag lipase	D11_O1.7	D11_O1.7_PROKKA_232026	ytpA_23	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	1
tag lipase	D12_L1.3	D12_L1.3_PROKKA_84816	estB_7	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D12_L1.3	D12_L1.3_PROKKA_102731	ytpA_16	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	1
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_117727	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_195348	ytpA_14	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_209653	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_298106	ytpA_18	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_39531	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	hypothetical protein	NA	4
tag lipase	D13_G1.3.2	D13_G1.3.2_PROKKA_44847	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D13_L7	D13_L7_PROKKA_62635	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	4
tag lipase	D15_G1.18.2	D15_G1.18.2_PROKKA_05751	lip_4	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_G1.18.2	D15_G1.18.2_PROKKA_117187	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Patatin-like phospholipase	NA	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_06251	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	acyl-CoA synthetase	NA	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_90441	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_92883	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	hypothetical protein	NA	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_93170	ytpA_18	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_121878	lip_38	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_163054	ytpA_27	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_174716	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D15_G1.8	D15_G1.8_PROKKA_180273	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D15_G4	D15_G4_PROKKA_102923	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D15_G4	D15_G4_PROKKA_104304	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Patatin-like phospholipase	NA	3
tag lipase	D15_G4	D15_G4_PROKKA_136053	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D15_G4	D15_G4_PROKKA_15924	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D15_G4	D15_G4_PROKKA_191610	lip_64	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_G4	D15_G4_PROKKA_192977	lipL_5	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_08068	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	lysophospholipase L2	NA	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_89792	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Patatin-like phospholipase	NA	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_95367	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_104930	lip_34	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_135556	ytpA_24	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_20560	lip_11	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_L1.3	D15_L1.3_PROKKA_29487	lip_15	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_81658	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_86878	ytpA_16	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_103103	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Patatin-like phospholipase	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_111241	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_153846	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_176072	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_181819	ytpA_29	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_190227	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_43803	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_57152	ytpA_10	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D19_G1.34.1.1	D19_G1.34.1.1_PROKKA_45215	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D20_O1.13	D20_O1.13_PROKKA_61991	lipA_6	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase precursor	3.1.1.3	4
tag lipase	D20_O1.13	D20_O1.13_PROKKA_126382	ytpA_14	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D20_O1.13	D20_O1.13_PROKKA_127291	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D20_O1.13	D20_O1.13_PROKKA_174380	estB_18	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	4
tag lipase	D20_O1.13	D20_O1.13_PROKKA_39745	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D20_O1.17	D20_O1.17_PROKKA_188859	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	lysophospholipase L2	NA	3
tag lipase	D20_P23	D20_P23_PROKKA_113204	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D22_L1.5.4	D22_L1.5.4_PROKKA_230398	estB_28	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D24_L14	D24_L14_PROKKA_245220	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D26_L1.23	D26_L1.23_PROKKA_165174	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D27_L1.3.2	D27_L1.3.2_PROKKA_142384	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D27_L1.3.2	D27_L1.3.2_PROKKA_46293	ytpA_7	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	3
tag lipase	D27_L1.3.2	D27_L1.3.2_PROKKA_64667	lip_6	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D28_L2.9	D28_L2.9_PROKKA_119685	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	putative inactive lipase/MT1628	NA	1
tag lipase	D28_L2.9	D28_L2.9_PROKKA_164116	estB_19	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D28_L2.9	D28_L2.9_PROKKA_224945	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	1
tag lipase	D28_L2.9	D28_L2.9_PROKKA_224946	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	lysophospholipase L2	NA	1
tag lipase	D29_L5	D29_L5_PROKKA_139015	estB_19	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB	3.1.1.3	1
tag lipase	D29_L5	D29_L5_PROKKA_139014	estA_4	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA	3.1.1.3	1
tag lipase	D29_O1.25	D29_O1.25_PROKKA_170472	estB_22	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB	3.1.1.3	1
tag lipase	D30_G5	D30_G5_PROKKA_16160	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	1
tag lipase	D30_G5	D30_G5_PROKKA_274152	estA_8	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA precursor	3.1.1.3	1
tag lipase	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_63011	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D30_P23	D30_P23_PROKKA_123351	ytpA_9	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	2
tag lipase	D30_P23	D30_P23_PROKKA_154857	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D30_P23	D30_P23_PROKKA_268660	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D30_P23	D30_P23_PROKKA_56003	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Caspase domain protein	NA	2
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_95178	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_08868	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_13993	lip_6	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_185145	ytpA_24	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_208774	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	hypothetical protein	NA	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_219309	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_220041	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_34879	lip_9	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	4
tag lipase	D31_O1.3.2	D31_O1.3.2_PROKKA_50183	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D32_O1.57	D32_O1.57_PROKKA_16159	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D32_O1.57	D32_O1.57_PROKKA_52307	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D33_L1.8.2	D33_L1.8.2_PROKKA_192843	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase (class 3)	NA	2
tag lipase	D35_G2.23	D35_G2.23_PROKKA_213610	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D35_G2.23	D35_G2.23_PROKKA_33381	ytpA_4	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	2
tag lipase	D35_G2.27	D35_G2.27_PROKKA_155970	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D36_G7	D36_G7_PROKKA_154627	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	2
tag lipase	D36_G7	D36_G7_PROKKA_38829	ytpA_8	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	2
tag lipase	D36_L1.15	D36_L1.15_PROKKA_62126	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	CHAT domain protein	NA	3
tag lipase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_123138	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_137018	ytpA_23	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_204879	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_212351	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	hypothetical protein	NA	4
tag lipase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_59318	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D37_G1.25.1	D37_G1.25.1_PROKKA_154216	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	1
tag lipase	D37_G1.25.1	D37_G1.25.1_PROKKA_192275	estB_27	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D37_G1.25.1	D37_G1.25.1_PROKKA_272065	ytpA_19	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	1
tag lipase	D39_G1.35	D39_G1.35_PROKKA_149156	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D39_G1.35	D39_G1.35_PROKKA_154206	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D39_G1.35	D39_G1.35_PROKKA_214686	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D39_O1.57	D39_O1.57_PROKKA_87869	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	1
tag lipase	D39_O1.57	D39_O1.57_PROKKA_94092	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	lysophospholipase L2	NA	1
tag lipase	D39_O1.57	D39_O1.57_PROKKA_09155	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	CHAT domain protein	NA	1
tag lipase	D39_O1.57	D39_O1.57_PROKKA_146526	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	1
tag lipase	D42_G1.1.2.3	D42_G1.1.2.3_PROKKA_268138	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	CHAT domain protein	NA	2
tag lipase	D42_G14	D42_G14_PROKKA_96650	estB_9	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D42_G14	D42_G14_PROKKA_105274	ytpA_12	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	1
tag lipase	D42_G14	D42_G14_PROKKA_146764	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	1
tag lipase	D43_G6	D43_G6_PROKKA_175807	estA_5	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA precursor	3.1.1.3	1
tag lipase	D43_G6	D43_G6_PROKKA_199210	estB_22	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D44_G14	D44_G14_PROKKA_06177	NA	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Patatin-like phospholipase	NA	3
tag lipase	D44_G14	D44_G14_PROKKA_102608	lip_27	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D44_G14	D44_G14_PROKKA_102609	lip_28	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D44_G14	D44_G14_PROKKA_180021	lip_45	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lactonizing lipase precursor	3.1.1.3	3
tag lipase	D44_G14	D44_G14_PROKKA_17491	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
tag lipase	D44_G14	D44_G14_PROKKA_245616	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D47_G1.71.2	D47_G1.71.2_PROKKA_256838	rutD_18	K01046	triacylglycerol lipase [EC:3.1.1.3]	Putative aminoacrylate hydrolase RutD	NA	1
tag lipase	D47_O14	D47_O14_PROKKA_08406	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	2
tag lipase	D47_O14	D47_O14_PROKKA_16724	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D47_O14	D47_O14_PROKKA_211885	estA_6	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA precursor	3.1.1.3	2
tag lipase	D47_O14	D47_O14_PROKKA_238740	ytpA_22	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	2
tag lipase	D47_O14	D47_O14_PROKKA_36249	lipA_7	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase precursor	3.1.1.3	2
tag lipase	D47_O5	D47_O5_PROKKA_149537	ytpA_15	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	2
tag lipase	D47_O5	D47_O5_PROKKA_41397	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	2
tag lipase	D47_P30	D47_P30_PROKKA_172175	estB_28	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D47_P30	D47_P30_PROKKA_194527	estB_34	K01046	triacylglycerol lipase [EC:3.1.1.3]	Extracellular esterase EstB precursor	3.1.1.3	1
tag lipase	D49_G15	D49_G15_PROKKA_47686	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	2
tag lipase	D49_O1	D49_O1_PROKKA_77222	estA_2	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA precursor	3.1.1.3	4
tag lipase	D49_O1	D49_O1_PROKKA_25507	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	4
tag lipase	D49_O1	D49_O1_PROKKA_26172	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	4
tag lipase	D49_O1	D49_O1_PROKKA_38104	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	hypothetical protein	NA	4
tag lipase	D49_O1	D49_O1_PROKKA_51575	ytpA_5	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	4
tag lipase	D51_G1.1.2	D51_G1.1.2_PROKKA_81692	estA_2	K01046	triacylglycerol lipase [EC:3.1.1.3]	Lipase EstA precursor	3.1.1.3	1
tag lipase	D51_G1.1.2	D51_G1.1.2_PROKKA_16754	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	1
tag lipase	D51_G1.1.2	D51_G1.1.2_PROKKA_234648	ytpA_13	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	1
tag lipase	D51_G1.1.2	D51_G1.1.2_PROKKA_20750	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	1
tag lipase	D51_G1.1.2	D51_G1.1.2_PROKKA_37278	NA	K01054	acylglycerol lipase [EC:3.1.1.23]	lysophospholipase L2	NA	1
tag lipase	D51_G9	D51_G9_PROKKA_90726	ytpA_9	K01054	acylglycerol lipase [EC:3.1.1.23]	Phospholipase YtpA	3.1.1.-	3
tag lipase	D51_G9	D51_G9_PROKKA_236246	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	Alpha/beta hydrolase family protein	NA	3
tag lipase	D51_G9	D51_G9_PROKKA_24514	NA	K01046	triacylglycerol lipase [EC:3.1.1.3]	PGAP1-like protein	NA	3
pha synthase	A01_O1.2.4	A01_O1.2.4_PROKKA_18918	phbC_2	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	A01_O1.2.4	A01_O1.2.4_PROKKA_53354	phbC_8	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D05_G3.14.1	D05_G3.14.1_PROKKA_165236	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	acyl-CoA synthetase	NA	1
pha synthase	D05_L3.17	D05_L3.17_PROKKA_57602	phbC_2	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D11_O1.27.3	D11_O1.27.3_PROKKA_92249	phbC_18	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D11_O1.27.3	D11_O1.27.3_PROKKA_31447	phbC_3	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G1.18.2	D15_G1.18.2_PROKKA_117271	phbC_16	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G1.18.2	D15_G1.18.2_PROKKA_32040	phbC_8	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G1.8	D15_G1.8_PROKKA_09759	phbC_1	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G1.8	D15_G1.8_PROKKA_17150	phbC_2	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G1.8	D15_G1.8_PROKKA_29812	phbC_7	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G4	D15_G4_PROKKA_101475	phbC_15	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_G4	D15_G4_PROKKA_159787	phbC_22	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_L1.3	D15_L1.3_PROKKA_87232	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	hypothetical protein	NA	3
pha synthase	D15_L1.3	D15_L1.3_PROKKA_153620	phbC_20	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D15_L1.3	D15_L1.3_PROKKA_155640	phbC_21	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D20_G1.24	D20_G1.24_PROKKA_158525	phbC_20	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D20_G1.24	D20_G1.24_PROKKA_169268	phbC_21	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D20_G1.24	D20_G1.24_PROKKA_179532	phbC_24	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
